Token,Rendu EN,Rendu FR,Action recommandée,Domaine,Note,Source URL
Nomad,Nomad,Nomad,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NTP,N. T. P.,N.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NumPy,N. U. M. P. Y.,N.U.M.P.Y.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OAuth,oh-auth,o-auth,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OCI,O. C. I.,O.C.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ODBC,O. D. B. C.,O.D.B.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ODS,O. D. S.,O.D.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OFDM,O. F. D. M.,O.F.D.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OIDC,O. I. D. C.,O.I.D.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OLAP,O. L. A. P.,O.L.A.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OLT,O. L. T.,O.L.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OLTP,O. L. T. P.,O.L.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ONNX,onix,onix,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ONNXRuntime,O. N. N. X. R. U. N. T. I. M. E.,O.N.N.X.R.U.N.T.I.M.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ONT,O. N. T.,O.N.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OpenID,Open I. D.,open-i-dé,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OpenMP,O. P. E. N. M. P.,O.P.E.N.M.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OpenShift,OpenShift,OpenShift,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OpenStack,O. P. E. N. S. T. A. C. K.,O.P.E.N.S.T.A.C.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ORAN,O. R. A. N.,O.R.A.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ORC,O. R. C.,O.R.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OSPF,O. S. P. F.,O.S.P.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OSS,O. S. S.,O.S.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OVA,O. V. A.,O.V.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PaaS,P. A. A. S.,P.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Packer,Packer,Packer,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PAM,P. A. M.,P.A.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Pandas,P. A. N. D. A. S.,P.A.N.D.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PAT,P. A. T.,P.A.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PBKDF2,P. B. K. D. F. two,P.B.K.D.F. two,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PE,P. E.,P.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PGP,P. G. P.,P.G.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PKI,P. K. I.,P.K.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Playbook,P. L. A. Y. B. O. O. K.,P.L.A.Y.B.O.O.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Polars,P. O. L. A. R. S.,P.O.L.A.R.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
POP3,pop three,pop three,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Presto,Presto,Presto,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PrivateLink,P. R. I. V. A. T. E. L. I. N. K.,P.R.I.V.A.T.E.L.I.N.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Prometheus,Prometheus,Prometheus,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PROTO,P. R. O. T. O.,P.R.O.T.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Protobuf,P. R. O. T. O. B. U. F.,P.R.O.T.O.B.U.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PubSub,P. U. B. S. U. B.,P.U.B.S.U.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PWA,P. W. A.,P.W.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
QAM,Q. A. M.,Q.A.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
QoS,Q. O. S.,Q.O.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
QUIC,quick,quick,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RADIUS,R. A. D. I. U. S.,R.A.D.I.U.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RAN,R. A. N.,R.A.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RASP,R. A. S. P.,R.A.S.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RAT,R. A. T.,R.A.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Ray,Ray,Ray,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RCA,R. C. A.,R.C.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RCE,R. C. E.,R.C.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RDS,R. D. S.,R.D.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
reCAPTCHA,R. E. C. A. P. T. C. H. A.,R.E.C.A.P.T.C.H.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Redis,Redis,Redis,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Redshift,R. E. D. S. H. I. F. T.,R.E.D.S.H.I.F.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Regex,R. E. G. E. X.,R.E.G.E.X.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
REST,rest,reste,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RFI,R. F. I.,R.F.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Route53,R. O. U. T. E. five three,R.O.U.T.E. five three,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RPC,R. P. C.,R.P.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RPO,R. P. O.,R.P.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RSA,R. S. A.,R.S.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RSSI,R. S. S. I.,R.S.S.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RTO,R. T. O.,R.T.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Runbook,R. U. N. B. O. O. K.,R.U.N.B.O.O.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SaaS,S. A. A. S.,S.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Safetensors,S. A. F. E. T. E. N. S. O. R. S.,S.A.F.E.T.E.N.S.O.R.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SageMaker,S. A. G. E. M. A. K. E. R.,S.A.G.E.M.A.K.E.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SASE,S. A. S. E.,S.A.S.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SAST,S. A. S. T.,S.A.S.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SBOM,S. B. O. M.,S.B.O.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SCA,S. C. A.,S.C.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Scikit,S. C. I. K. I. T.,S.C.I.K.I.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SciPy,S. C. I. P. Y.,S.C.I.P.Y.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SCORM,S. C. O. R. M.,S.C.O.R.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
scrypt,S. C. R. Y. P. T.,S.C.R.Y.P.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SDN,S. D. N.,S.D.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SDWAN,S. D. W. A. N.,S.D.W.A.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SEM,S. E. M.,S.E.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SEO,S. E. O.,S.E.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SHA,S. H. A.,S.H.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SHA256,S. H. A. two five six,S.H.A. two five six,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SHA512,S. H. A. five one two,S.H.A. five one two,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Sigma,S. I. G. M. A.,S.I.G.M.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SINR,S. I. N. R.,S.I.N.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SIP,S. I. P.,S.I.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Sklearn,S. K. L. E. A. R. N.,S.K.L.E.A.R.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SLA,S. L. A.,S.L.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SLI,S. L. I.,S.L.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SLO,S. L. O.,S.L.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SMTP,S. M. T. P.,S.M.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SNMP,S. N. M. P.,S.N.M.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Snowflake,Snowflake,Snowflake,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SNS,S. N. S.,S.N.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOAP,S. O. A. P.,S.O.A.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOAR,S. O. A. R.,S.O.A.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SPA,S. P. A.,S.P.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Spark,Spark,Spark,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SPF,S. P. F.,S.P.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SQLi,S. Q. L. I.,S.Q.L.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SQS,S. Q. S.,S.Q.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SRE,S. R. E.,S.R.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SSE,S. S. E.,S.S.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SSG,S. S. G.,S.S.G.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SSH,S. S. H.,S.S.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SSR,S. S. R.,S.S.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SSRF,S. S. R. F.,S.S.R.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
STIX,S. T. I. X.,S.T.I.X.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Synapse,S. Y. N. A. P. S. E.,S.Y.N.A.P.S.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TACACS,T. A. C. A. C. S.,T.A.C.A.C.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TAXII,T. A. X. I. I.,T.A.X.I.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TCL,T. C. L.,T.C.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TCP,T. C. P.,T.C.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TensorRT,T. E. N. S. O. R. R. T.,T.E.N.S.O.R.R.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Terraform,Terraform,terraforme,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TOML,T. O. M. L.,T.O.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TOR,T. O. R.,T.O.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TOTP,T. O. T. P.,T.O.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Transformers,T. R. A. N. S. F. O. R. M. E. R. S.,T.R.A.N.S.F.O.R.M.E.R.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Trino,Trino,Trino,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TSV,T. S. V.,T.S.V.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TTP,T. T. P.,T.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TVM,T. V. M.,T.V.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
U2F,U. two F.,U. two F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UBA,U. B. A.,U.B.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UCaaS,U. C. A. A. S.,U.C.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UDP,U. D. P.,U.D.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UEBA,U. E. B. A.,U.E.B.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UML,U. M. L.,U.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Unicode,U. N. I. C. O. D. E.,U.N.I.C.O.D.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
URI,U. R. I.,U.R.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
URL,U. R. L.,U.R.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
URN,U. R. N.,U.R.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UTF,U. T. F.,U.T.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UTF8,U. T. F. eight,U.T.F. eight,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UUID,U. U. I. D.,U.U.I.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Vault,Vault,Vault,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VertexAI,V. E. R. T. E. X. A. I.,V.E.R.T.E.X.A.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VHD,V. H. D.,V.H.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VHDX,V. H. D. X.,V.H.D.X.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VLAN,V. LAN,V.LAN,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VMware,V. M. W. A. R. E.,V.M.W.A.R.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VoIP,V. O. I. P.,V.O.I.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VPCe,V. P. C. E.,V.P.C.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
vRAN,V. R. A. N.,V.R.A.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VXLAN,V. X. L. A. N.,V.X.L.A.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
W&B,W. and B.,W. et B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WAF,W. A. F.,W.A.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WAN,wan,wan,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WandB,W. A. N. D. B.,W.A.N.D.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WebAuthn,web-authen,web-authen,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WebGL,Web G. L.,Web G.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WebGPU,Web G. P. U.,Web G.P.U.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WebRTC,Web R. T. C.,Web R.T.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WebSocket,W. E. B. S. O. C. K. E. T.,W.E.B.S.O.C.K.E.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Weights,Weights,Weights,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
WLAN,W. LAN,W.LAN,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
XDR,X. D. R.,X.D.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
XLA,X. L. A.,X.L.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
XML,X. M. L.,X.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
XSS,X. S. S.,X.S.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
XXE,X. X. E.,X.X.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
YARA,Y. A. R. A.,Y.A.R.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
YARN,Y. A. R. N.,Y.A.R.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
YubiKey,Y. U. B. I. K. E. Y.,Y.U.B.I.K.E.Y.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ZeRO,Z. E. R. O.,Z.E.R.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ZTNA,Z. T. N. A.,Z.T.N.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ABS,A. B. S.,A.B.S.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ACH,A. C. H.,A.C.H.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ACHs,A. C. H. S.,A.C.H.S.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ACPR,A. C. P. R.,A.C.P.R.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ACV,A. C. V.,A.C.V.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AFME,A. F. M. E.,A.F.M.E.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AMF,A. M. F.,A.M.F.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AML,A. M. L.,A.M.L.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AOV,A. O. V.,A.O.V.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ARPA,A. R. P. A.,A.R.P.A.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ARPU,A. R. P. U.,A.R.P.U.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ASP,A. S. P.,A.S.P.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AUM,A. U. M.,A.U.M.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
AuM,A. U. M.,A.U.M.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
B2B,B. two B.,B. two B.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
B2B2C,B. two B. two C.,B. two B. two C.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
B2C,B. two C.,B. two C.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BIC,B. I. C.,B.I.C.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BIS,B. I. S.,B.I.S.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BO,B. O.,B.O.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BoC,B. O. C.,B.O.C.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BoE,B. O. E.,B.O.E.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
BOI,B. O. I.,B.O.I.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
